   93664	pistää_silmä	 idiomatic	Heidän joukostaan minä pistin silmääsi senvuoksi , etten ollut ollenkaan _heidän_ kaltaisensa .
 3991410	kääntää_silmä	   literal	Ja kultarahaa hänen kaulassaan pidettiin noitakaluna , jonka avulla hän muka käänsi silmät , teki itsensä näkymättömäksi j. n. e. Jälestäpäin saatiin tietää , että majurin Lieksalassa ollessaan oli onnistunut suurimmassa salaisuudessa saada sieltä lähetetyksi kalliimmat tavaransa Nurmekseen Hovila nimiselle tilalleen .
 4010948	kääntää_silmä	   literal	Kun piti päätä kohdallaan ja kiinnitti silmänsä yhteen kohti , niin sitten tuntui paraiten pidättyvän ... kun vähänkin käänsi silmiä toisaalle , niin kohta huljahti yläruumis , eikä sitä tahtonut saada enään pidättymäänkään .
 4034310	kääntää_silmä	   literal	Kun minä nyt sitte käänsin silmäni häneen , niin seisahduin minä kesken puhumistani , sillä hän oli noussut seisomaan ja hän horjui .
 4049042	kääntää_silmä	   literal	III Sitten kun oli kulunut niin monta päivää , että oli täyttynyt tasan yhdeksän vuotta tuon armaimman näyttäydyttyä , niinkuin yllä on kuvattu , tapahtui viimeisenä näistä päivistä , että tuo ihmeellinen donna tuli vastaani , yllään hohtavan valkea puku , kahden jalon naisen keskellä , jotka olivat iässä pitemmällä kuin hän ; ja kulkiessaan erästä tietä hän käänsi silmänsä siihen suuntaan , jossa minä hyvin ujona seisoin , ja sanomattomassa armaudessaan , joka tänä hetkenä saa palkkaansa iäisyyden suuressa valtakunnassa , hän tervehti minua niin viehättävästi , että luulin silloin näkeväni kaikki autuuden ääret .
 4049225	kääntää_silmä	   literal	Näistä yksi , kääntäen silmänsä minua kohti ja kutsuen minua nimeltä , lausui nämä sanat : `` Mitä tarkoitusta varten rakastat tuota donnaasi , koska et voi kestää hänen läheisyyttään ?
 4049539	kääntää_silmä	   literal	XXXIV Sinä päivänä , jolloin täyttyi vuosi siitä kun tuosta donnasta oli tullut ikuisen elämän asukas , istuin paikassa , jossa häntä muistellen piirustin enkelin kuvaa pienelle taululle ; ja piirustaessani sitä käänsin silmäni ja näin vieressäni ihmisiä , joille tuli osoittaa kunnioitusta .
 4062111	kääntää_silmä	   literal	Niilo Bonpoika seisoi vapisten eikä voinut kääntää silmiään parannuksen tekijästä , jonka katumus oli niin silminnähtävä , ja näky vaikutti häneen yhä valtavammin , kun hän huomasi onnettoman orpanakseen , murhamieheksi , Maunu Pentinpojaksi .
 4070686	kääntää_silmä	   literal	Ruhtinas ( malttaiden , mutta kääntämättä silmänsä kuvasta ) .
 4078886	kääntää_silmä	   literal	huudahti Yrjö kääntämättä silmiään uhkaavan miekan kärjestä .
 4096230	kääntää_silmä	   literal	`` Hän taitaa kääntää silmiänsä , '' kuiskasi oikeusneuvoksen rouva läheisellensä , ei kuitenkaan niin matalalla äänellä , ettei Hjalmar olisi sitä kuullut , joka ahdingossa joutui naisien taakse .
 4106383	kääntää_silmä	   literal	Se vartio Aaramaa , ettei hän työssänsä torkahtaisi ... ei kääntäisi silmiänsä Perkeleen kauniista valtikasta , joka on asetettu vastapäätä alttaria , kuin vietin kiihottimeksi ... kuin nisäksi pojalle ... pojan huuleksi tytölle ... porton hapseksi irstailijalle ... Hän seisoo ijäti paikoillansa ... Kädessä on hänellä hopeanvärinen käärme ... Sen suolien läpi puhaltaa hän kuplaan himonsa ... Tukka on hopeanvärisenä laskeutunut hartioille ... Korkealla alttarin päällä , sen kauniina katoksena , hohtaa ihmeen kaunis kultakruunu , jonka värit sointuvat muihin väreihin , kuin kaiku säveleesensä ...
 4123913	kääntää_silmä	   literal	Lopuksi ei rovasti lainkaan enää osannut puhua asioista kääntämättä silmiään pois Helenasta , ja taas kun katseli Helenaan , niin ei voinut puhua asioista vaan oli niissä toisissa nauramisen väleissä .
 4132163	kääntää_silmä	   literal	Käänsin silmiäni alaspäin , mikäli laatuun kävi , ja -- siinä seisoo rintani päällä ihmis-olento , ei täyttä kuuttakaan tuumaa pitkä , jousi ja nuoli kädessä ja viine seljässä .
 4145320	kääntää_silmä	   literal	Hän oli noin kuudentoista korvissa ja hänen kasvonsa olivat niin elävät , etten voinut kääntää silmiäni niistä .
 4146949	kääntää_silmä	   literal	En voinut kääntää silmiäni hänen kasvoistaan , jotka minusta nyt olivat suoranaisesti vastenmieliset , kun eivät silmät olleet niitä pelastamassa .
 4200508	kääntää_silmä	   literal	Hän ei saattanut kääntää silmäänsä pois saaresta , jossa hän tosin oli nähnyt monta surun päivää , mutta paljon iloakin nauttinut .
 4206480	kääntää_silmä	 idiomatic	vaikka sun jäähyväis-kätesi tempaiseekin kaiken kukkaismehun elämäni kasvoilta pois , että kuoleman kalveilla poskilla onneni seisoo , kääntäen silmänsä nykyisyydestä pois , mutta katsoen ihanaiseen kaukaiseen tulevaisuuteen .
 4215497	kääntää_silmä	   literal	Pappi oli tänään saarnassaan puhunut ylpeydestä , rikkaudesta , rahoista ja semmoisesta ja koko ajan oli hän katsonut Swartin emäntään päin , niin että tämä luuli seurakunnan rupeevan kääntämään silmänsä siihen penkkiin päin , jossa hän istui .
 4280046	kääntää_silmä	   literal	Kun Kustaa Aadolf tuli keskelle sotajoukkoaan , pysähtyi hän , otti toisella kädellään hatun päästään ja toisella laski miekkansa maata vasten , jonka jälkeen hän voimakkaalla , sointuvalla äänellään lausui seuraavan rukouksen : `` Kaikkivaltias Jumala , sinä , jolla on voitto ja tappio kädessäsi , käännä silmäsi meihin , uskollisiin palvelijoihisi , jotka olemme tulleet tänne etäisistä asunnoistamme taistelemaan vapauden ja totuuden ja sinun evankeliumisi puolesta .
 4284962	kääntää_silmä	   literal	`` Tiina ei kyllä sillä kertaa sattunut olemaan aivan sillä paikalla , missä vasikka oli , eikä ollut karjakaan aivan koossa , mutta näkösällä kuitenkin , rinteen alla , ja Tiina ylempää katseli sen kulkua ; mutta kun hän sattui kääntämään silmänsä toissapäin , niin paikalla oli metsä Mielikin kimpussa , ja ennenkuin Tiina ennätti oikein nähdäkään , oli sekä mörkö että Mielikki kaukana kuulumattomissa . ''
 4300353	kääntää_silmä	   literal	Haoma ei saattanut kääntää silmiään pois näistä ihmeen ihanoista vedenammentajattarista , sillä harras ja lohduttava tunne täytti hänen mielensä hänen ajatellessaan , että hyvätkin henget öisin työskentelivät auttaen luontoa ja ihmisiä .
 4308771	kääntää_silmä	   literal	Nuo hienot , elähteleväiset piirteet hänen suunsa ympärillä ne näyttivät myötäänsä myhäilevän , ei niin , että tuon hymyn olisi oikeastaan nähnyt , mutta niin , ett'ei saattanut kääntää silmiänsä niistä : niin onnellinen oli niissä ilme .
 4334763	kääntää_silmä	   literal	Vanha sotilas taukosi puhumasta ; otti lakin päästään , piti sen ristiin pannuissa käsissään ja käänsi silmänsä taivasta kohden .
 4339485	kääntää_silmä	   literal	Vaadittuaan äitiänsä Helviaa etsimään lohdutusta Gallio- ja Mela-veljien rakkaudesta hän lisää : `` Näistä käännä silmäsi myös pojanpoikaasi -- Marcukseen , mitä ihastuttavimpaan poikaseen , jonka lähettyvillä ei mikään murhe saata kauan kestää .
 4341407	kääntää_silmä	   literal	Ja kirjoittaen keskellä sodan huolia ja häiriöitä , sodan , jota hän inhosi , hän käänsi silmänsä pois siitä moninaisesta reutomisesta , joka lakkaamatta repi ja raastoi hänen sieluansa , ja asettui rauhassa mietiskelemään kaikkia niitä suuria ominaisuuksia , joita oli tullut havainneeksi niissä , jotka olivat opettaneet ja ohjanneet häntä lapsuudessa ja valvoneet hänen elämäänsä monet pitkät vuodet .
 4354272	kääntää_silmä	 idiomatic	`` Olen '' , nyyhkytti Lisbetta , `` sen olemme kaikki tehneet , mutta nähkääs , Priska sanoo , että se juuri on se oikea mustalaistemppu , joka voittaa kaikki muut , kun kääntää silmät siten , että mitä mustaa on , näyttää valkoiselta , ja mitä pahaa on , näyttää erittäin miellyttävältä !
 4376713	kääntää_silmä	   literal	Herra Snitchey käänsi silmänsä vaimonsa osottamaan suuntaan ja teki sen , niinkuin tavallisesti `` itsensä sekä Craggsin puolesta '' .
 4382749	kääntää_silmä	   literal	Jättäkäämme nyt tämä puoli tornia ja kääntäkäämme silmämme lännen puolelle .
 4416925	kääntää_silmä	   literal	Kääntäessään silmänsä muutamaa loivaa mäkeä kohti , jota pitkin tie metsäkunnailta päin johdatti alas kylään , katseli kenraali , syvästi miettien , synkkää metsää , jonka etäisessä sisässä kahakka , ankara kuin ainakin tällä sotaretkellä , riehui .
 4416971	kääntää_silmä	   literal	Kenraali käänsi silmänsä sinnepäin .
 4417718	kääntää_silmä	   literal	Se tapahtui keihäänpistoilla ja naisten täytyi kauhistuksella kääntää silmänsä pois tästä hirvittävästä kohtauksesta .
 4445045	kääntää_silmä	   literal	Ernest ei woinut kääntää silmiänsä pois ikkunasta .
 4477057	kääntää_silmä	 idiomatic	Ei Skotlantia eikä Kaarle kuningasta sillä auteta , että me käännämme silmät taaksepäin , omia oikeuksiamme tarkastellen .
 4480240	kääntää_silmä	   literal	Kun jonkun aikaa on kieriskellyt savun keskellä lappalaiskodassa , niin silloin vasta tuntee , minkä arvoinen kunnollinen talo on , samoin kuin voitetun taudin jälkeen parhaiten nauttii terveydestä tai kuten aurinko , kun 18 : ntena p : nä tammikuuta taas ensi kerran sen näimme , meistä tuntui niin ihmeellisen komealta , ettemme pitkään aikaan voineet kääntää silmiämme siitä .
 4481569	kääntää_silmä	   literal	Ensin hän irvisteli , lausui sitten voimakkaan kirouksen Vienalle ja sen vedelle , kaasi sitten puoli-raivoissaan koko pilatun aineen järveen ja sai lopuksi käsiinsä `` causa mali'n '' [ pahan alkuunpanijan ] , jota nyt alkoi piestä niin perinpohjaisesti , että täytyi kääntää silmänsä pois , kun ei onnistunut ehkäistä hänen intoansa .
 4504113	kääntää_silmä	   literal	Tuskin uskalsi vanhus enää kääntää silmänsä ta'appäin .
 4504237	kääntää_silmä	   literal	Hän käänsi silmät Lauhaa kohden ; tulen liekki siinä vielä leimahti , mutta haahmo oli hävinnyt .
 4504612	kääntää_silmä	   literal	Vähän matkaa tultuansa käänsi silmänsä takaisin .
 4515886	kääntää_silmä	   literal	Hän katseli meitä terävästi silmiin , vaaleni ja näytti olevan kahden vaiheella , tuliko hänen nostaa puhe siitä vai ei ; mutta hän oli vaiti , käänsi silmänsä toisaalle eikä ollut mitään näkevinään .
 4541825	kääntää_silmä	   literal	Oli jo myöhäistä , mutta pieni vedenneito vain ei voinut kääntää silmiään laivasta ja kauniista prinssistä .
 4554494	kääntää_silmä	   literal	Hän kulki gondolia kohti , ryömien polvillaan , voimatta kääntää silmiään pullosta , jossa tuota verratonta nestettä oli .
 4578727	kääntää_silmä	   literal	Voimatta kääntää silmiään minusta hän katsomistaan katsoo , tuo sama poika , tyranni , jonka katse ei vahingossakaan kääntynyt minuun päin kertaakaan koko kesänä , ja jolle vaivainen saha ja puupalikat ja naulat ja vasarat olivat olleet paljon tärkeämpiä käsiteltäviä , -- jolle tämmöinen ihmislapsi ei ollut sammaltukon veroinen , että olisi siitä mitään katsoakseen hakenut !
 4582950	kääntää_silmä	   literal	-- Eräänä aamuna olin marjassa , kaste oli vielä maassa , ja minä istahdin kannolle , katsellen korkeita koivuja ympärilläni , ja kun jälleen käänsin silmäni ruohikkoon , näin harmaan jäniksen hyppelevän rauhallisesti ihan lähellä .
 4608255	kääntää_silmä	   literal	Kansa tungeskeli suu auki oppineen ympärillä , kääntäen silmänsä milloin tauluun , milloin Pandulfoon .
 4629991	kääntää_silmä	   literal	Virva oli kuunnellessaan vuoroin pakottanut itsensä kääntämään silmänsä puhujasta , vuoroin seurannut suurta haluaan katsella häntä .
 4634834	kääntää_silmä	   literal	`` Hyvää yötä , Matthew , ja Jumala teitä auttakoon '' , sanoi Hugh hämmästyttävän vakavasti kääntäen silmänsä toisaalle .
 4643687	kääntää_silmä	   literal	Hugh käänsi silmänsä toisaalle .
 4648424	kääntää_silmä	   literal	Hän oli nyt heidän silmissänsä tullut kaikkein surkuteltavimmaksi olennoksi , jonka he olivat nähneet , jonka tähden he eivät voineetkaan kääntää silmiänsä hänestä .
 4661282	kääntää_silmä	   literal	Arkkiherttua punastui ja käänsi silmänsä puhujaan , samalla kuin _Spruch-Sprecher_ , hetken mietittyään , vastasi : `` herra markiisi suokoon minulle anteeksi -- mutta leijona ei voi lentää kotkaa ylemmäksi , koska leijonalla ei ole siipiä '' .
 4705432	kääntää_silmä	   literal	Käänsin silmäni häneen , mutta hänen katseensa oli niin inhoittava , että heti jätin salin ihmetellen , että ruustinna suvaitsi sellaista seurakumppania .
 4744423	kääntää_silmä	   literal	Kun katsoin häneen tiukasti , kääntämättä silmiäni hänestä , puhui hän oikein ja levollisesti .
 4771458	kääntää_silmä	   literal	Lopuksi katosi kokonaan ajatuskykyni , käänsin silmäni taivasta kohti , ikäänkuin sanoakseni jäähyväiset omalle itselleni , ja nojauduin kyynäspäilläni pöytään .
 4778684	kääntää_silmä	   literal	Hän kääntää silmänsä toisaalle ja säikähtää jälleen vuoren korkeutta , joka muuttaa kaikki suhteet siellä alhaalla aivan naurettaviksi .
 4828321	kääntää_silmä	   literal	Hän käänsi silmänsä taivasta kohti , ajatellen äitinsä viimeisiä sanoja , joka , kuten usein kuolevat tekevät , oli heittänyt tulevaisuuteen näkevän , profeetallisen katseen .
 4833607	kääntää_silmä	   literal	Hän käänsi silmät poispäin , hän ratsasti aivan padon sisäreunitse , ja pari kertaa hän antoi viedä valmiiksi satuloidun hevosen takaisin talliin , jääden kotiinsa .
 4837603	kääntää_silmä	   literal	Silloin äiti käänsi silmänsä häneen .
 4866733	kääntää_silmä	 idiomatic	Parempi on kääntää silmänsä pois , Sartines , eikä olla näkevinään .
 4879226	kääntää_silmä	   literal	Kun Petra jälleen käänsi silmänsä , niin kaikki huoneessa oli tuon ulkonaisen näyn pyhittämää ; kaikki oli puhdasta ja keveätä ikäänkuin kukkakehyksenä suurenmoisen kuvan ympärillä .
 4885421	kääntää_silmä	   literal	Niin sysää hän purttansa läpi päivien kuohuvan virran , kääntämättä silmäänsä oikealle tai vasemmalle , seisten horjumatta peräsimessä , katse terävänä , suunnattuna päämaaliin , levon paikkaan , loppukohtaan , jonka hän sielussaan näkee .
 4894268	kääntää_silmä	   literal	Hetken kuluttua hän kuitenkin käänsi silmänsä jälleen kaitaiseen polkuun ja saneli naiselle : » En joudu seuraasi , ihana nainen , sillä katso , tuolle polulle on minun rientäminen , siellä helmi on etsittävänä , jonka nimi on Suomen onni. » » Elä hulluttele , nuorukainen » , puhui nainen , » jätä se toimi muiden huostaan , sillä sitä helmeä et kuitenkaan voi löytää ; suotta vaan kuluttaisit ihanan elämäsi tuskissa ja vaivoissa .
 4903423	kääntää_silmä	   literal	Hän käänsi silmänsä pois arkusta , mutta samassa hän ne kauhulla jälleen suuntasi samaan paikkaan .
 4908501	kääntää_silmä	   literal	Yaqui katsoi häneen harvoin , mutta kun hän käänsi silmänsä häneen , näyttivät hänen omituiset , jäykät ja ilmeettömät kasvonsa olevan vääntymäisillään hymyyn .
 4912921	kääntää_silmä	   literal	-- `` Oikeassa olet , '' lausui toinen : '' Herra suokoon , että jättäisivät toisensa rauhaan ja kääntäisivät silmänsä _katoamattomiin_ . ''
 4913404	kääntää_silmä	   literal	Isä ja poika silmäilivät toisiaan ; ei Sæmund silmää räpähyttänyt , Thorbjörn oli kovin kalpea ; molemmat käänsivät silmänsä toisaalle ja katsoivat sitten suoraan eteensä ; silloin he huomasivat Päiväkummun väen , joka oli seisahtunut vastapäätä heitä Ingeborg'ia ja Ingrid'iä tervehtimään .
 4913406	kääntää_silmä	   literal	Koska he sitten vähitellen rupesivat tointumaan ihmeistään ja käänsivät silmänsä toisaalle , huomasivat he Sæmund'in ja Thorbjörn'in , jotka seisoivat eteensä tuijottaen .
 4913408	kääntää_silmä	   literal	Mutta nyt he kaikki tunsivat , että palvelusväkensä ja tuttavansa kaikki ilman eroituksetta käänsivät silmänsä heihin ; silloin astui Sæmund suoraan toisten luokse ja tarttui , kasvot toisaalle käännettyinä , Guttorm'in käteen .
 4913611	kääntää_silmä	   literal	`` Hän on pulska nainen , tuo Maria Nordhoug , '' kuiskasi Sæmund , eikä voinut kääntää silmiänsä hänestä : hän istui hieman taaksepäin nojautuneena , huivi löyhään päähän sidottuna , toinen kaulaan .
 4914914	kääntää_silmä	   literal	Kääntävät silmän siunaavan jumalat pois koko heimoista ; välttävät pojassa armaita kerran , vait puhuvaisia piirteitä taaton .
 4915178	kääntää_silmä	   literal	Helleeni usein kääntää silmän ahnaan päin kauko-aarteita barbaarein , taljaan kultaiseen , orhiin , impiin ihaniin ; mut ain ei väkivalta , viekkaus vienyt kotiinsa häntä aartein autuain .
 4921136	kääntää_silmä	   literal	Leander ei voinut kääntää silmiänsä hengettömästä ruumiista .
 4940044	kääntää_silmä	   literal	-- kuiskasi Katri hiljaa kääntämättä silmiään pois sairaan silmistä .
 4957998	kääntää_silmä	   literal	Herttua ei voinut kääntää silmiään hänestä .
 4959337	kääntää_silmä	   literal	Eikä Anna rouva voinut kääntää silmiään pappissuutaristaan .
 4959379	kääntää_silmä	   literal	Katseessa , joka kohtasi Ebba rouvan katseen , oli nuhteleva ilme , ja hänen täytyi kääntää silmänsä pois .
 4959618	kääntää_silmä	   literal	Hänen puheessaan oli eloa ja innostusta , hän näytti unohtavan , että Ebba rouva oli läsnä , eikä tämä voinut kääntää silmiään hänestä .
 4970117	kääntää_silmä	   literal	Hän loi katseensa maahan ja käänsi silmänsä poispäin , äkisti hämillään , milt'ei pahoinvoipana .
 4971048	kääntää_silmä	   literal	Kun hän sitten käänsi silmänsä poispäin , äkkäsi hän Roubaud-puolisot , Pecqueuxin edelleen kertoessa hänelle , miten nämä olivat asiaan sekaantuneet , heidän lähdöstään Pariisista samalla junalla kuin murhattu , viimeisistä sanoista , mitkä he Rouenissa olivat vaihtaneet .
 4975618	kääntää_silmä	   literal	Hän tahtoi kääntää silmänsä pois , mutta hänellä oli ankara tunne siitä , että eräs toinen valkoinen olento nousi vuoteen jalan kohdalta .
 4975705	kääntää_silmä	   literal	Hän ei voinut kääntää silmiään pois hänestä ja tuli vähitellen ärtyisäksi ja mustasukkaiseksi , kuinka Philomène maikaili hänen esimiehelleen .
 4976016	kääntää_silmä	   literal	Mutta sitten kun syytetyt oli tuotu sisään , kukin kahden santarmin ympäröimänä , eivät kuulijat voineet kääntää silmiään heistä ja olla lausumatta toisilleen saamiaan vaikutelmia .
 5007815	kääntää_silmä	   literal	Hetken taisteltuani itse kanssani , käänsin silmäni häntä kohden ja sanoin : `` te olette kuulleet kysymykseni .
 5008760	kääntää_silmä	   literal	Moninaisia eri asioita miettiessäni satuin kääntämään silmäni tätä paikkaa kohden ja näin siellä ihmishaamun , joka oli puettu yksinkertaiseen vaippaan .
 5009611	kääntää_silmä	   literal	Mutta kun hän käänsi silmänsä Agnesiin , ja minä näin sen vimman , jolla hän tunsi valtansa tämän suhteen luiskahtavan käsistään , ja millä tavalla ne ilettävät intohimot , jotka olivat saattaneet hänet tavottamaan semmoista , jonka hyviä avuja hän ei koskaan voinut ymmärtää eikä arvossa pitää , ilmestyivät pettyneissä toiveissaan , säpsähdin yksin sitä ajatustakin , että Agnes oli elänyt tunninkaan semmoisen miehen näkyvissä .
 5043251	kääntää_silmä	   literal	Vaan jättäkäämme hän autuaalliseen vimmaansa ja kääntäkäämme silmämme toisaalle .
 5046462	kääntää_silmä	   literal	Jos käännämme silmämme maahan päin , jossa seisomme , näemme avaran , silmänkantamattoman ja väkirikkaan tasangon huoneineen ja katuineen , joilla kuormavaunut vieri vieressä vierivät .
 5053921	kääntää_silmä	   literal	kun näimme sinun katsovan poikaasi , käänsimme silmämme toisaalle , -- mutta sinun puolestasi me hartaasti rukoilimme .
 5135015	kääntää_silmä	   literal	Aleksi käänsi silmänsä pois ja katsahti aamuruskoon .
 5147048	kääntää_silmä	 idiomatic	Salin loistavat maalaukset , henkivartijat , upeapukuiset upseerit , soittoniekat , jotka lavaltaan esittävät Lambertin ja Lullin aarioita , silkkiliinat , hopea-astiat , kultamaljat , venetsialaiset lasit , soihdut , kirjaellut pöytäkaunisteet , jotka ovat täynnä kukkia , kaikki tämä ei voi kääntää silmiämme eikä tehdä suloiseksi tämän saastaisen surmapaikan todellista luontoa , johon miehet ja naiset kokoontuvat eläinraatojen , murrettujen luiden ja hakattujen lihojen ympärille niillä ahnaasti nälkäänsä tyydyttämään .
 5149007	kääntää_silmä	 idiomatic	Eräs yhtä tiukka kuin miellyttävä jumaluusoppinut on sanonut : `` Kääntäkää silmänne itseenne ja kavahtakaa muiden tekoja tuomitsemasta !
 5149417	kääntää_silmä	   literal	En kärsinyt katsoa häneen , vaan käänsin silmäni pois .
 5169326	kääntää_silmä	   literal	Natsarealainen käänsi silmänsä hänen sairaihin , surkastuneisiin kasvoihinsa ja hänen huulensa alkoivat liikkua ikäänkuin hän olisi häntä siunannut , Antea oli vaipunut patjoilleen .
 5214872	kääntää_silmä	   literal	Saatuaan toimeen kaikki muut tehtävänsä , oli hän nyt alkanut kääntää silmänsä ulkopuolellekin venäläisten varsinaista rajaa ; hän tahtoi valtikkansa alle palauttaa nekin suomensukuiset kansat , joita Saksan ritarit ja Ruotsin kuninkaat hallitsivat , vaan joiden arveltiin , Venäjän valtaa perustettaessa , kuuluneen Rurikin alamaisten joukkoon .
 5241669	kääntää_silmä	   literal	Vain tuhlaajapoika kaukana vieraalla maalla , joka oli tuhlannut tavaransa vallattomaan elämään ja opittuaan vihdoin tuntemaan itsensä , nyt kun ei kukaan enää tahtonut hänelle mitään antaa , käänsi silmänsä kotoa kohti huutaen : '' Isä , minä olen syntiä tehnyt taivasta vastaan ja sinun edessäsi , enkä ole enää mahdollinen sinun pojaksesi kutsuttaa ! ''
 5265203	kääntää_silmä	   literal	Nuori rabbini näytti kummastuneelta ja käänsi silmänsä maahan .
 5265613	kääntää_silmä	   literal	`` Luottakaamme Herraan '' , lausui Scherirah itseksensä , painaen alas päätänsä ja kääntäen silmänsä maahan .
 5275328	kääntää_silmä	   literal	Hän oli vaatimattomasti puettu ja kovin kalpea , mutta hänen ihonsa muistutti ruusunväristä marmoria , ja hänen kasvonsa -- Van Rensselaer ei mitenkään voinut kääntää silmiään hänen kasvoistaan .
 5277265	kääntää_silmä	   literal	Lily käänsi silmänsä kohtaukseen , joka herätti Mr. Dorsetissa sellaista hilpeyttä , ja siltä todellakin näytti , kuten Mr. Dorset oli sanonut , että rouva Dorset oli pääosanottaja kohtaukseen : hänen naapurinsa näytti ottavan hänen lähentelynsä vastaan hillityllä mielihyvällä , mikä ei näyttänyt häiritsevän hänen ruokailuaan .
 5302094	kääntää_silmä	   literal	Kristina ei voinut kääntää silmiään näistä kasvoista .
 5304396	kääntää_silmä	   literal	`` 'Katkesi jostain ' , kuiskasi hän , nostaen hiukan päätänsä ja kääntäen silmänsä minuun toivottoman rusentuneessa asennossaan .
 5317932	kääntää_silmä	   literal	Minä käänsin silmäni sinnepäin .
 5335371	kääntää_silmä	   literal	Mutta äkkiä käy se levottomaksi , aivankuin olisi tuntenut että häntä syrjästä katsellaan , ja kääntää silmänsä häneen .
 5351553	kääntää_silmä	   literal	Mihin käänsi silmiään , Sinne lahjoi lämmintään , Siellä elämätä kyti , Tuhansien suonet syti , Povet paisui , jäistä suli , Valo väikkyi , leimui tuli .
 5361403	kääntää_silmä	   literal	Silloin äiti käänsi silmänsä häneen .
 5386628	kääntää_silmä	   literal	Kuningatar otti sen hitaasti , veti sen tupesta ja ympärillä seisovain naisten kääntäessä silmänsä pois joko todellisen tai teeskennellyn peljästyksen valtaamina , katseli hän uteliaasti säkenöivän terän kiiltoa ja kauniita korkokaiverruksia .
 5397345	kääntää_silmä	   literal	Hän jäi vielä sinne seisomaan , mutta käänsi silmänsä tyystisti pois minusta .
 5425491	kääntää_silmä	   literal	Kaksitoista vuotta kestäneen kurjuuden jälkeen hän käänsi silmänsä Ranskaa kohden , jonne Napoleonin asetus salli hänen palata .
 5479348	kääntää_silmä	   literal	Alzire kuunteli aikuisten puhetta , mutta hartaampana kuunteli Katarina kääntämättä silmiään Etiennestä .
 5479832	kääntää_silmä	   literal	Maheu seisoi hänen jaloissaan ja katsoi poikaansa kääntämättä silmiään pois .
 5482490	kääntää_silmä	   literal	Keskellä joukkoa kulki Etienne kääntämättä silmiään pois Chavalista , jonka hän käski kulkemaan edellänsä .
 5482824	kääntää_silmä	   literal	Hennebeau ei liikkunut paikaltaan , voimatta kääntää silmiään pois vuoteesta .
 5482924	kääntää_silmä	   literal	Mutta toiset eivät voineet kääntää silmiään pois ovesta .
 5493409	kääntää_silmä	   literal	Hän pysähtyi , mutta käänsi silmänsä kuitenkin kadun toiselle puolelle , rouva Kortmanin taloon .
 5514363	kääntää_silmä	   literal	Se ei näkisi mitään , ei kuulisi mitään , ei tuntisi ketään ihmistä eikä osaisi kääntää silmiään siihen , mitä sen olisi tarve katsoa .
 5524025	kääntää_silmä	   literal	Silloin näet ei tiedä minne on kääntäminen silmänsä , välttääkseen niitä seuraavia katseita , ja kun molempien katseet kohtaavat toisensa , ei opetus silti luista paremmin .
 5527706	kääntää_silmä	   literal	Mutta äkkiä käy se levottomaksi , aivankuin olisi tuntenut että häntä syrjästä katsellaan , ja kääntää silmänsä häneen .
 5575208	kääntää_silmä	   literal	En voinut enää kääntää silmiäni pois hänestä , ja kuta enemmän häntä katsoin , sitä selvemmäksi minulle kävi , että olin nähnyt hänet ennen .
 5580678	kääntää_silmä	   literal	Kaikki käänsivät silmänsä puhujan osoittamaan suuntaan , ja näkivät joukon valkoisia purjeita , jotka välkkyivät päivänpaisteessa ja vastavirtaan lähestyivät heitä .
 5585711	kääntää_silmä	   literal	Aleksejev käänsi silmänsä laipioon ja koetti muistella .
 5586587	kääntää_silmä	   literal	Mukava asento houkutteli hänet hempeihin haaveisiin , ja hän käänsi silmänsä taivasta kohden etsien aamun armasta aurinkoa .
 5587705	kääntää_silmä	   literal	Ja hän käänsi silmänsä toiseen suuntaan , vaan portaat ne keikkuvat vieläkin , vaikk'eivät sentään ole romahtaneet .
 5589378	kääntää_silmä	   literal	Hän käänsi silmänsä -- pianon toisella puolen istui Olga ja katseli häntä suurella uteliaisuudella .
 5601873	kääntää_silmä	   literal	Ja kääntäen silmänsä rannikolle päin hän katseli sekä maasotajoukkoa että laivoja , ja hänen katsellessaan teki hänen mieli nähdä , kuinka suoritettiin kilpataistelu laivojen kesken .
 5660945	kääntää_silmä	   literal	Francisco käänsi silmänsä taivasta kohden ja hämmästyi , kun ei näkynyt ainoatakaan tähteä ; taivaan peitti harmaa sumuverho .
 5670755	kääntää_silmä	   literal	-- Hän sulki silmänsä , vaikeni vähän ja kysyi sitten , kääntäen silmänsä poispäin Iljasta : -- Minkätähden olen elänyt ?
 5695958	kääntää_silmä	   literal	Ja herroista de Coignysta ja Vaudreuilista Filip käänsi silmänsä kuningattareen .
 5697002	kääntää_silmä	   literal	`` Oi '' , mutisi hän kääntämättä silmiään kauniista potilaasta , `` ihan varmaan hän on se hyväntekeväinen nainen , joka äsken kävi illalla luonani , ja juuri hän on jollakin merkillisellä tavalla syypää siihen harrastukseen , jota kardinaali minulle osoittaa . ''
 5699892	kääntää_silmä	   literal	Filip katseli puhetoveriaan kasvoihin , tahtoen avoimella , ylevällä , kauniilla silmäyksellään masentaa Cagliostron säteilevän katseen , mutta lopuksi hän väsyi , käänsi silmänsä pois ja huudahti : '' Sittenkin väitän , että valehtelette . ''
 5733236	kääntää_silmä	   literal	Ääntä kuullessaan poika hitaasti käänsi silmiään ja katseli välinpitämättömästi opettajaa .
